"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"SUBSAMPLED"	"propNA"
28	0.902439	8	8	"Sleep"	"No"	0
29	0.9660514	8	8	"Sleep"	"No"	0
30	0.8984221	8	8	"Sleep"	"No"	0
1	0.9154605	9	9	"Sleep"	"No"	0
2	0.8487146	9	9	"Sleep"	"No"	0
3	0.9302326	8	9	"Sleep"	"No"	0
4	0.8934211	9	9	"Sleep"	"No"	0
5	0.9470743	9	9	"Sleep"	"No"	0
6	0.9282895	9	9	"Sleep"	"No"	0
7	0.9210526	8	9	"Sleep"	"No"	0
8	0.8957922	9	9	"Sleep"	"No"	0
9	0.8809197	9	9	"Sleep"	"No"	0
10	0.8914474	9	9	"Sleep"	"No"	0
11	0.8928337	9	9	"Sleep"	"No"	0
12	0.9265781	9	9	"Sleep"	"No"	0
13	0.8848684	9	9	"Sleep"	"No"	0
14	0.8356481	9	9	"Sleep"	"No"	0
15	0.9258405	8	9	"Sleep"	"No"	0
16	0.9141447	9	9	"Sleep"	"No"	0
17	0.9237968	8	9	"Sleep"	"No"	0
18	0.9027406	8	9	"Sleep"	"No"	0
19	0.7866848	9	9	"Sleep"	"No"	0
20	0.8707011	8	9	"Sleep"	"No"	0
21	0.9236111	9	9	"Sleep"	"No"	0
22	0.9335526	9	9	"Sleep"	"No"	0
23	0.9275794	9	9	"Sleep"	"No"	0
24	0.8614618	9	9	"Sleep"	"No"	0
25	0.8743316	9	9	"Sleep"	"No"	0
26	0.8994509	8	9	"Sleep"	"No"	0
27	0.9171717	9	9	"Sleep"	"No"	0
28	0.9066445	9	9	"Sleep"	"No"	0
29	0.9093606	9	9	"Sleep"	"No"	0
30	0.922619	9	9	"Sleep"	"No"	0
1	0.8701384	8	10	"Sleep"	"No"	0
2	0.9080422	9	10	"Sleep"	"No"	0
3	0.9066445	10	10	"Sleep"	"No"	0
4	0.8467105	10	10	"Sleep"	"No"	0
5	0.9285714	9	10	"Sleep"	"No"	0
6	0.9684385	10	10	"Sleep"	"No"	0
7	0.8894737	10	10	"Sleep"	"No"	0
8	0.9125	10	10	"Sleep"	"No"	0
9	0.8810152	10	10	"Sleep"	"No"	0
10	0.9552139	10	10	"Sleep"	"No"	0
11	0.9464286	10	10	"Sleep"	"No"	0
12	0.9047619	10	10	"Sleep"	"No"	0
13	0.9096902	9	10	"Sleep"	"No"	0
14	0.9159525	10	10	"Sleep"	"No"	0
15	0.9260355	10	10	"Sleep"	"No"	0
16	0.8890365	10	10	"Sleep"	"No"	0
17	0.8716578	10	10	"Sleep"	"No"	0
18	0.9190789	10	10	"Sleep"	"No"	0
19	0.9222591	9	10	"Sleep"	"No"	0
20	0.9368421	10	10	"Sleep"	"No"	0
21	0.9262626	10	10	"Sleep"	"No"	0
22	0.8618985	10	10	"Sleep"	"No"	0
23	0.8730159	10	10	"Sleep"	"No"	0
24	0.9539474	10	10	"Sleep"	"No"	0
25	0.922619	10	10	"Sleep"	"No"	0
26	0.9411184	10	10	"Sleep"	"No"	0
27	0.9230769	10	10	"Sleep"	"No"	0
28	0.8957237	10	10	"Sleep"	"No"	0
29	0.9363876	10	10	"Sleep"	"No"	0
30	0.873764	9	10	"Sleep"	"No"	0
1	0.8342105	11	11	"Sleep"	"No"	0
2	0.8973684	11	11	"Sleep"	"No"	0
3	0.933887	11	11	"Sleep"	"No"	0
4	0.9150132	10	11	"Sleep"	"No"	0
5	0.9156746	10	11	"Sleep"	"No"	0
6	0.861631	9	11	"Sleep"	"No"	0
7	0.9102564	10	11	"Sleep"	"No"	0
8	0.9118421	10	11	"Sleep"	"No"	0
9	0.915107	10	11	"Sleep"	"No"	0
10	0.9284759	10	11	"Sleep"	"No"	0
11	0.9154882	11	11	"Sleep"	"No"	0
12	0.8598684	10	11	"Sleep"	"No"	0
13	0.9300272	11	11	"Sleep"	"No"	0
14	0.8836651	11	11	"Sleep"	"No"	0
15	0.8505051	10	11	"Sleep"	"No"	0
16	0.9499011	11	11	"Sleep"	"No"	0
17	0.9390244	10	11	"Sleep"	"No"	0
18	0.9332676	11	11	"Sleep"	"No"	0
19	0.8764585	10	11	"Sleep"	"No"	0
20	0.9206349	11	11	"Sleep"	"No"	0
21	0.9230769	10	11	"Sleep"	"No"	0
22	0.8566249	10	11	"Sleep"	"No"	0
23	0.8723545	11	11	"Sleep"	"No"	0
24	0.8578947	10	11	"Sleep"	"No"	0
25	0.8611296	11	11	"Sleep"	"No"	0
26	0.85625	11	11	"Sleep"	"No"	0
27	0.8710317	11	11	"Sleep"	"No"	0
28	0.8767677	10	11	"Sleep"	"No"	0
29	0.8968254	10	11	"Sleep"	"No"	0
30	0.9166117	11	11	"Sleep"	"No"	0
1	0.8536096	10	12	"Sleep"	"No"	0
2	0.9481728	12	12	"Sleep"	"No"	0
3	0.9512195	11	12	"Sleep"	"No"	0
4	0.9625	11	12	"Sleep"	"No"	0
5	0.8717949	11	12	"Sleep"	"No"	0
6	0.9268293	11	12	"Sleep"	"No"	0
7	0.9598007	12	12	"Sleep"	"No"	0
8	0.9217105	10	12	"Sleep"	"No"	0
9	0.9337508	10	12	"Sleep"	"No"	0
10	0.9030303	9	12	"Sleep"	"No"	0
11	0.9418605	10	12	"Sleep"	"No"	0
12	0.8836519	12	12	"Sleep"	"No"	0
13	0.9331551	10	12	"Sleep"	"No"	0
14	0.841793	11	12	"Sleep"	"No"	0
15	0.9742914	11	12	"Sleep"	"No"	0
16	0.9252525	12	12	"Sleep"	"No"	0
17	0.8835979	12	12	"Sleep"	"No"	0
18	0.8888889	10	12	"Sleep"	"No"	0
19	0.937706	11	12	"Sleep"	"No"	0
20	0.9361842	12	12	"Sleep"	"No"	0
21	0.9279101	12	12	"Sleep"	"No"	0
22	0.948505	12	12	"Sleep"	"No"	0
23	0.8579433	11	12	"Sleep"	"No"	0
24	0.8714568	11	12	"Sleep"	"No"	0
25	0.9493421	9	12	"Sleep"	"No"	0
26	0.8831522	10	12	"Sleep"	"No"	0
27	0.9	10	12	"Sleep"	"No"	0
28	0.9512195	12	12	"Sleep"	"No"	0
29	0.8809524	9	12	"Sleep"	"No"	0
30	0.9184492	11	12	"Sleep"	"No"	0
1	0.8675272	10	13	"Sleep"	"No"	0
2	0.8828947	12	13	"Sleep"	"No"	0
3	0.9337508	11	13	"Sleep"	"No"	0
4	0.8967105	11	13	"Sleep"	"No"	0
5	0.9433551	11	13	"Sleep"	"No"	0
6	0.9736842	12	13	"Sleep"	"No"	0
7	0.8958471	9	13	"Sleep"	"No"	0
8	0.9230769	10	13	"Sleep"	"No"	0
9	0.9434343	10	13	"Sleep"	"No"	0
10	0.9444444	12	13	"Sleep"	"No"	0
11	0.9148936	11	13	"Sleep"	"No"	0
12	0.9246032	12	13	"Sleep"	"No"	0
13	0.9222591	9	13	"Sleep"	"No"	0
14	0.8879076	12	13	"Sleep"	"No"	0
15	0.8507207	9	13	"Sleep"	"No"	0
16	0.9090597	11	13	"Sleep"	"No"	0
17	0.9230769	11	13	"Sleep"	"No"	0
18	0.8889255	11	13	"Sleep"	"No"	0
19	0.9607779	10	13	"Sleep"	"No"	0
20	0.8990642	10	13	"Sleep"	"No"	0
21	0.9057487	9	13	"Sleep"	"No"	0
22	0.8986842	11	13	"Sleep"	"No"	0
23	0.8873754	9	13	"Sleep"	"No"	0
24	0.9255109	11	13	"Sleep"	"No"	0
25	0.8910299	10	13	"Sleep"	"No"	0
26	0.9141414	13	13	"Sleep"	"No"	0
27	0.9217105	11	13	"Sleep"	"No"	0
28	0.906746	10	13	"Sleep"	"No"	0
29	0.9230263	13	13	"Sleep"	"No"	0
30	0.8846154	10	13	"Sleep"	"No"	0
1	0.9484127	11	14	"Sleep"	"No"	0
2	0.9298128	12	14	"Sleep"	"No"	0
3	0.8984838	10	14	"Sleep"	"No"	0
4	0.9205163	10	14	"Sleep"	"No"	0
5	0.9230769	13	14	"Sleep"	"No"	0
6	0.9714286	11	14	"Sleep"	"No"	0
7	0.8971655	11	14	"Sleep"	"No"	0
8	0.9102564	11	14	"Sleep"	"No"	0
9	0.8444298	8	14	"Sleep"	"No"	0
10	0.9060606	14	14	"Sleep"	"No"	0
11	0.9361842	10	14	"Sleep"	"No"	0
12	0.8838384	13	14	"Sleep"	"No"	0
13	0.8963455	10	14	"Sleep"	"No"	0
14	0.9107143	11	14	"Sleep"	"No"	0
15	0.8847176	10	14	"Sleep"	"No"	0
16	0.8909091	12	14	"Sleep"	"No"	0
17	0.9137701	14	14	"Sleep"	"No"	0
18	0.9241925	11	14	"Sleep"	"No"	0
19	0.8910428	11	14	"Sleep"	"No"	0
20	0.9302326	10	14	"Sleep"	"No"	0
21	0.9251337	9	14	"Sleep"	"No"	0
22	0.8823336	10	14	"Sleep"	"No"	0
23	0.9364973	12	14	"Sleep"	"No"	0
24	0.9545455	11	14	"Sleep"	"No"	0
25	0.9337508	13	14	"Sleep"	"No"	0
26	0.9223684	11	14	"Sleep"	"No"	0
27	0.9102564	12	14	"Sleep"	"No"	0
28	0.8849703	12	14	"Sleep"	"No"	0
29	0.8936877	9	14	"Sleep"	"No"	0
30	0.9057487	13	14	"Sleep"	"No"	0
1	0.8973684	10	15	"Sleep"	"No"	0
2	0.8355482	12	15	"Sleep"	"No"	0
3	0.9230263	11	15	"Sleep"	"No"	0
4	0.9104278	10	15	"Sleep"	"No"	0
5	0.8817935	10	15	"Sleep"	"No"	0
6	0.9093606	10	15	"Sleep"	"No"	0
7	0.9087302	10	15	"Sleep"	"No"	0
8	0.9249169	13	15	"Sleep"	"No"	0
9	0.845788	11	15	"Sleep"	"No"	0
10	0.8909091	11	15	"Sleep"	"No"	0
11	0.937706	12	15	"Sleep"	"No"	0
12	0.9345238	10	15	"Sleep"	"No"	0
13	0.8980263	10	15	"Sleep"	"No"	0
14	0.9615385	13	15	"Sleep"	"No"	0
15	0.9337508	10	15	"Sleep"	"No"	0
16	0.9125	11	15	"Sleep"	"No"	0
17	0.8829365	11	15	"Sleep"	"No"	0
18	0.8836519	10	15	"Sleep"	"No"	0
19	0.9119974	11	15	"Sleep"	"No"	0
20	0.892663	11	15	"Sleep"	"No"	0
21	0.9222591	11	15	"Sleep"	"No"	0
22	0.9087302	10	15	"Sleep"	"No"	0
23	0.9364973	11	15	"Sleep"	"No"	0
24	0.8973684	9	15	"Sleep"	"No"	0
25	0.922619	11	15	"Sleep"	"No"	0
26	0.8835526	10	15	"Sleep"	"No"	0
27	0.9732327	11	15	"Sleep"	"No"	0
28	0.848385	9	15	"Sleep"	"No"	0
29	0.9592246	11	15	"Sleep"	"No"	0
30	0.8767677	10	15	"Sleep"	"No"	0
1	0.8822368	13	16	"Sleep"	"No"	0
2	0.9241925	11	16	"Sleep"	"No"	0
3	0.9030303	11	16	"Sleep"	"No"	0
4	0.9246032	11	16	"Sleep"	"No"	0
5	0.9047619	11	16	"Sleep"	"No"	0
6	0.9626359	11	16	"Sleep"	"No"	0
7	0.8589744	10	16	"Sleep"	"No"	0
8	0.8949495	9	16	"Sleep"	"No"	0
9	0.9246032	14	16	"Sleep"	"No"	0
10	0.9431818	10	16	"Sleep"	"No"	0
11	0.8457482	12	16	"Sleep"	"No"	0
12	0.8847176	10	16	"Sleep"	"No"	0
13	0.9098684	9	16	"Sleep"	"No"	0
14	0.9464286	11	16	"Sleep"	"No"	0
15	0.9079734	10	16	"Sleep"	"No"	0
16	0.8710526	10	16	"Sleep"	"No"	0
17	0.8847176	13	16	"Sleep"	"No"	0
18	0.8979798	12	16	"Sleep"	"No"	0
19	0.9265873	10	16	"Sleep"	"No"	0
20	0.9480263	10	16	"Sleep"	"No"	0
21	0.9011206	10	16	"Sleep"	"No"	0
22	0.910679	10	16	"Sleep"	"No"	0
23	0.8876071	10	16	"Sleep"	"No"	0
24	0.9361842	11	16	"Sleep"	"No"	0
25	0.9210526	11	16	"Sleep"	"No"	0
26	0.9464286	11	16	"Sleep"	"No"	0
27	0.9333333	11	16	"Sleep"	"No"	0
28	0.9251887	12	16	"Sleep"	"No"	0
29	0.9398396	11	16	"Sleep"	"No"	0
30	0.8988095	13	16	"Sleep"	"No"	0
1	0.9499011	11	17	"Sleep"	"No"	0
2	0.9464286	14	17	"Sleep"	"No"	0
3	0.8342105	10	17	"Sleep"	"No"	0
4	0.9499011	10	17	"Sleep"	"No"	0
5	0.9241925	10	17	"Sleep"	"No"	0
6	0.8916667	12	17	"Sleep"	"No"	0
7	0.913289	11	17	"Sleep"	"No"	0
8	0.8971655	9	17	"Sleep"	"No"	0
9	0.9230769	10	17	"Sleep"	"No"	0
10	0.8848684	9	17	"Sleep"	"No"	0
11	0.9202373	9	17	"Sleep"	"No"	0
12	0.9479167	11	17	"Sleep"	"No"	0
13	0.8598684	12	17	"Sleep"	"No"	0
14	0.8974359	12	17	"Sleep"	"No"	0
15	0.8836519	13	17	"Sleep"	"No"	0
16	0.9368421	13	17	"Sleep"	"No"	0
17	0.8998022	11	17	"Sleep"	"No"	0
18	0.9345238	11	17	"Sleep"	"No"	0
19	0.8696524	12	17	"Sleep"	"No"	0
20	0.9361842	11	17	"Sleep"	"No"	0
21	0.9305556	10	17	"Sleep"	"No"	0
22	0.8848684	12	17	"Sleep"	"No"	0
23	0.9365449	9	17	"Sleep"	"No"	0
24	0.9007937	10	17	"Sleep"	"No"	0
25	0.8614618	10	17	"Sleep"	"No"	0
26	0.8998022	11	17	"Sleep"	"No"	0
27	0.9098684	11	17	"Sleep"	"No"	0
28	0.9355263	13	17	"Sleep"	"No"	0
29	0.8486842	10	17	"Sleep"	"No"	0
30	0.8723684	13	17	"Sleep"	"No"	0
1	0.9090909	10	18	"Sleep"	"No"	0
2	0.8862887	11	18	"Sleep"	"No"	0
3	0.9236842	10	18	"Sleep"	"No"	0
4	0.8968254	9	18	"Sleep"	"No"	0
5	0.9230263	11	18	"Sleep"	"No"	0
6	0.9361842	10	18	"Sleep"	"No"	0
7	0.9246032	11	18	"Sleep"	"No"	0
8	0.9358974	10	18	"Sleep"	"No"	0
9	0.9361413	10	18	"Sleep"	"No"	0
10	0.9615385	11	18	"Sleep"	"No"	0
11	0.9098684	11	18	"Sleep"	"No"	0
12	0.8769841	11	18	"Sleep"	"No"	0
13	0.8717105	8	18	"Sleep"	"No"	0
14	0.8838384	10	18	"Sleep"	"No"	0
15	0.9060606	11	18	"Sleep"	"No"	0
16	0.8846154	11	18	"Sleep"	"No"	0
17	0.8589744	9	18	"Sleep"	"No"	0
18	0.9043189	10	18	"Sleep"	"No"	0
19	0.8789683	13	18	"Sleep"	"No"	0
20	0.8445183	9	18	"Sleep"	"No"	0
21	0.8690476	11	18	"Sleep"	"No"	0
22	0.9047619	11	18	"Sleep"	"No"	0
23	0.8697368	11	18	"Sleep"	"No"	0
24	0.9603175	12	18	"Sleep"	"No"	0
25	0.9252525	11	18	"Sleep"	"No"	0
26	0.9093606	10	18	"Sleep"	"No"	0
27	0.8984838	10	18	"Sleep"	"No"	0
28	0.8355615	10	18	"Sleep"	"No"	0
29	0.9350692	10	18	"Sleep"	"No"	0
30	0.9146825	13	18	"Sleep"	"No"	0
1	0.9365079	13	19	"Sleep"	"No"	0
2	0.9111842	10	19	"Sleep"	"No"	0
3	0.9365079	11	19	"Sleep"	"No"	0
4	0.9236842	12	19	"Sleep"	"No"	0
5	0.9230263	12	19	"Sleep"	"No"	0
6	0.9230769	13	19	"Sleep"	"No"	0
7	0.9223684	12	19	"Sleep"	"No"	0
8	0.8605263	11	19	"Sleep"	"No"	0
9	0.9236842	11	19	"Sleep"	"No"	0
10	0.9035326	13	19	"Sleep"	"No"	0
11	0.9251337	13	19	"Sleep"	"No"	0
12	0.8989899	10	19	"Sleep"	"No"	0
13	0.8757475	10	19	"Sleep"	"No"	0
14	0.9252717	12	19	"Sleep"	"No"	0
15	0.8876071	10	19	"Sleep"	"No"	0
16	0.8958471	11	19	"Sleep"	"No"	0
17	0.9126984	10	19	"Sleep"	"No"	0
18	0.9249169	10	19	"Sleep"	"No"	0
19	0.9345238	10	19	"Sleep"	"No"	0
20	0.9098684	11	19	"Sleep"	"No"	0
21	0.8730159	9	19	"Sleep"	"No"	0
22	0.9618421	10	19	"Sleep"	"No"	0
23	0.8849206	10	19	"Sleep"	"No"	0
24	0.9105263	12	19	"Sleep"	"No"	0
25	0.8717949	8	19	"Sleep"	"No"	0
26	0.8849703	13	19	"Sleep"	"No"	0
27	0.9473684	12	19	"Sleep"	"No"	0
28	0.9605263	11	19	"Sleep"	"No"	0
29	0.8473684	15	19	"Sleep"	"No"	0
30	0.8861842	12	19	"Sleep"	"No"	0
1	0.9634146	11	20	"Sleep"	"No"	0
2	0.9107143	12	20	"Sleep"	"No"	0
3	0.9236842	13	20	"Sleep"	"No"	0
4	0.9487179	10	20	"Sleep"	"No"	0
5	0.9285714	11	20	"Sleep"	"No"	0
6	0.9016611	11	20	"Sleep"	"No"	0
7	0.8967105	12	20	"Sleep"	"No"	0
8	0.9228741	11	20	"Sleep"	"No"	0
9	0.9292929	10	20	"Sleep"	"No"	0
10	0.8835526	11	20	"Sleep"	"No"	0
11	0.9521429	12	20	"Sleep"	"No"	0
12	0.8362772	10	20	"Sleep"	"No"	0
13	0.8440789	10	20	"Sleep"	"No"	0
14	0.9325397	10	20	"Sleep"	"No"	0
15	0.8923797	10	20	"Sleep"	"No"	0
16	0.8625	10	20	"Sleep"	"No"	0
17	0.910679	10	20	"Sleep"	"No"	0
18	0.9243421	13	20	"Sleep"	"No"	0
19	0.9111842	11	20	"Sleep"	"No"	0
20	0.9517663	10	20	"Sleep"	"No"	0
21	0.9473684	12	20	"Sleep"	"No"	0
22	0.9292929	11	20	"Sleep"	"No"	0
23	0.9323232	11	20	"Sleep"	"No"	0
24	0.8888889	10	20	"Sleep"	"No"	0
25	0.9251337	13	20	"Sleep"	"No"	0
26	0.8980263	10	20	"Sleep"	"No"	0
27	0.9196013	10	20	"Sleep"	"No"	0
28	0.9413178	12	20	"Sleep"	"No"	0
29	0.8717105	11	20	"Sleep"	"No"	0
30	0.9159468	12	20	"Sleep"	"No"	0
1	0.8470666	13	21	"Sleep"	"No"	0
2	0.8974359	10	21	"Sleep"	"No"	0
3	0.9107143	10	21	"Sleep"	"No"	0
4	0.8928571	11	21	"Sleep"	"No"	0
5	0.9249169	12	21	"Sleep"	"No"	0
6	0.8769841	11	21	"Sleep"	"No"	0
7	0.9345238	11	21	"Sleep"	"No"	0
8	0.8928571	12	21	"Sleep"	"No"	0
9	0.9487179	12	21	"Sleep"	"No"	0
10	0.8993421	11	21	"Sleep"	"No"	0
11	0.9705882	11	21	"Sleep"	"No"	0
12	0.9485827	11	21	"Sleep"	"No"	0
13	0.9252525	10	21	"Sleep"	"No"	0
14	0.910101	12	21	"Sleep"	"No"	0
15	0.9487179	10	21	"Sleep"	"No"	0
16	0.9241925	10	21	"Sleep"	"No"	0
17	0.9093606	10	21	"Sleep"	"No"	0
18	0.9503968	11	21	"Sleep"	"No"	0
19	0.9171123	10	21	"Sleep"	"No"	0
20	0.9323232	11	21	"Sleep"	"No"	0
21	0.8990642	11	21	"Sleep"	"No"	0
22	0.9487179	12	21	"Sleep"	"No"	0
23	0.922619	11	21	"Sleep"	"No"	0
24	0.9325397	10	21	"Sleep"	"No"	0
25	0.8990033	11	21	"Sleep"	"No"	0
26	0.8690476	13	21	"Sleep"	"No"	0
27	0.913289	10	21	"Sleep"	"No"	0
28	0.9255109	11	21	"Sleep"	"No"	0
29	0.9085526	10	21	"Sleep"	"No"	0
30	0.9324324	13	21	"Sleep"	"No"	0
1	0.9230769	14	22	"Sleep"	"No"	0
2	0.9105263	11	22	"Sleep"	"No"	0
3	0.8729947	11	22	"Sleep"	"No"	0
4	0.910679	13	22	"Sleep"	"No"	0
5	0.8967105	11	22	"Sleep"	"No"	0
6	0.8940217	15	22	"Sleep"	"No"	0
7	0.945515	10	22	"Sleep"	"No"	0
8	0.9284759	12	22	"Sleep"	"No"	0
9	0.9300272	11	22	"Sleep"	"No"	0
10	0.8973684	11	22	"Sleep"	"No"	0
11	0.9202373	11	22	"Sleep"	"No"	0
12	0.8703947	12	22	"Sleep"	"No"	0
13	0.8610158	11	22	"Sleep"	"No"	0
14	0.9107143	10	22	"Sleep"	"No"	0
15	0.9411765	11	22	"Sleep"	"No"	0
16	0.9355263	10	22	"Sleep"	"No"	0
17	0.9634146	12	22	"Sleep"	"No"	0
18	0.8203947	12	22	"Sleep"	"No"	0
19	0.9358974	14	22	"Sleep"	"No"	0
20	0.9246032	10	22	"Sleep"	"No"	0
21	0.9079734	10	22	"Sleep"	"No"	0
22	0.9413178	11	22	"Sleep"	"No"	0
23	0.9098684	10	22	"Sleep"	"No"	0
24	0.9666667	11	22	"Sleep"	"No"	0
25	0.8838846	11	22	"Sleep"	"No"	0
26	0.9615385	10	22	"Sleep"	"No"	0
27	0.9145504	10	22	"Sleep"	"No"	0
28	0.8963455	12	22	"Sleep"	"No"	0
29	0.9345238	9	22	"Sleep"	"No"	0
30	0.9302326	11	22	"Sleep"	"No"	0
1	0.9363636	10	23	"Sleep"	"No"	0
2	0.9384921	10	23	"Sleep"	"No"	0
3	0.9146341	11	23	"Sleep"	"No"	0
4	0.8717949	10	23	"Sleep"	"No"	0
5	0.906746	10	23	"Sleep"	"No"	0
6	0.96875	11	23	"Sleep"	"No"	0
7	0.861631	11	23	"Sleep"	"No"	0
8	0.937706	10	23	"Sleep"	"No"	0
9	0.9145504	10	23	"Sleep"	"No"	0
10	0.9350692	11	23	"Sleep"	"No"	0
11	0.8846154	9	23	"Sleep"	"No"	0
12	0.9659091	11	23	"Sleep"	"No"	0
13	0.9098684	9	23	"Sleep"	"No"	0
14	0.9348684	10	23	"Sleep"	"No"	0
15	0.913289	11	23	"Sleep"	"No"	0
16	0.9047619	10	23	"Sleep"	"No"	0
17	0.8730897	10	23	"Sleep"	"No"	0
18	0.8667774	12	23	"Sleep"	"No"	0
19	0.9565217	10	23	"Sleep"	"No"	0
20	0.9565217	11	23	"Sleep"	"No"	0
21	0.8757576	8	23	"Sleep"	"No"	0
22	0.9157609	11	23	"Sleep"	"No"	0
23	0.9481728	11	23	"Sleep"	"No"	0
24	0.8849206	12	23	"Sleep"	"No"	0
25	0.9464286	11	23	"Sleep"	"No"	0
26	0.8980263	11	23	"Sleep"	"No"	0
27	0.947861	10	23	"Sleep"	"No"	0
28	0.9020202	15	23	"Sleep"	"No"	0
29	0.9243421	11	23	"Sleep"	"No"	0
30	0.9249169	12	23	"Sleep"	"No"	0
1	0.906746	11	24	"Sleep"	"No"	0
2	0.8434211	10	24	"Sleep"	"No"	0
3	0.9312292	11	24	"Sleep"	"No"	0
4	0.9459459	11	24	"Sleep"	"No"	0
5	0.8974359	11	24	"Sleep"	"No"	0
6	0.9428571	11	24	"Sleep"	"No"	0
7	0.9615385	12	24	"Sleep"	"No"	0
8	0.8960526	12	24	"Sleep"	"No"	0
9	0.9080422	9	24	"Sleep"	"No"	0
10	0.8936877	13	24	"Sleep"	"No"	0
11	0.8876071	11	24	"Sleep"	"No"	0
12	0.9230769	10	24	"Sleep"	"No"	0
13	0.9228741	9	24	"Sleep"	"No"	0
14	0.8757475	11	24	"Sleep"	"No"	0
15	0.8963455	10	24	"Sleep"	"No"	0
16	0.9363636	10	24	"Sleep"	"No"	0
17	0.9191576	10	24	"Sleep"	"No"	0
18	0.9756098	11	24	"Sleep"	"No"	0
19	0.8703947	11	24	"Sleep"	"No"	0
20	0.9487179	10	24	"Sleep"	"No"	0
21	0.8909091	11	24	"Sleep"	"No"	0
22	0.8710317	9	24	"Sleep"	"No"	0
23	0.9126984	10	24	"Sleep"	"No"	0
24	0.9354167	10	24	"Sleep"	"No"	0
25	0.8717949	11	24	"Sleep"	"No"	0
26	0.9472643	11	24	"Sleep"	"No"	0
27	0.9464286	12	24	"Sleep"	"No"	0
28	0.910101	12	24	"Sleep"	"No"	0
29	0.8842105	10	24	"Sleep"	"No"	0
30	0.9364973	12	24	"Sleep"	"No"	0
1	0.9191576	11	25	"Sleep"	"No"	0
2	0.9571429	12	25	"Sleep"	"No"	0
3	0.7755662	10	25	"Sleep"	"No"	0
4	0.8592105	10	25	"Sleep"	"No"	0
5	0.9761905	12	25	"Sleep"	"No"	0
6	0.838206	10	25	"Sleep"	"No"	0
7	0.8877005	10	25	"Sleep"	"No"	0
8	0.9196013	10	25	"Sleep"	"No"	0
9	0.9607779	12	25	"Sleep"	"No"	0
10	0.8936877	9	25	"Sleep"	"No"	0
11	0.8561462	12	25	"Sleep"	"No"	0
12	0.9035326	10	25	"Sleep"	"No"	0
13	0.9368421	12	25	"Sleep"	"No"	0
14	0.8980263	12	25	"Sleep"	"No"	0
15	0.9481728	11	25	"Sleep"	"No"	0
16	0.9111842	11	25	"Sleep"	"No"	0
17	0.9107143	11	25	"Sleep"	"No"	0
18	0.8611842	8	25	"Sleep"	"No"	0
19	0.8630952	11	25	"Sleep"	"No"	0
20	0.9464653	11	25	"Sleep"	"No"	0
21	0.9486842	13	25	"Sleep"	"No"	0
22	0.8717949	10	25	"Sleep"	"No"	0
23	0.8836519	14	25	"Sleep"	"No"	0
24	0.8993421	12	25	"Sleep"	"No"	0
25	0.9303363	10	25	"Sleep"	"No"	0
26	0.9092105	12	25	"Sleep"	"No"	0
27	0.9365449	11	25	"Sleep"	"No"	0
28	0.8434211	12	25	"Sleep"	"No"	0
29	0.9481728	11	25	"Sleep"	"No"	0
30	0.935827	12	25	"Sleep"	"No"	0
1	0.8828947	10	26	"Sleep"	"No"	0
2	0.8842105	10	26	"Sleep"	"No"	0
3	0.9392027	11	26	"Sleep"	"No"	0
4	0.9485827	12	26	"Sleep"	"No"	0
5	0.9680851	11	26	"Sleep"	"No"	0
6	0.8736842	12	26	"Sleep"	"No"	0
7	0.8875	12	26	"Sleep"	"No"	0
8	0.9363876	9	26	"Sleep"	"No"	0
9	0.9004011	11	26	"Sleep"	"No"	0
10	0.9363876	10	26	"Sleep"	"No"	0
11	0.8217105	10	26	"Sleep"	"No"	0
12	0.9105263	12	26	"Sleep"	"No"	0
13	0.9365079	11	26	"Sleep"	"No"	0
14	0.9363876	12	26	"Sleep"	"No"	0
15	0.8902439	12	26	"Sleep"	"No"	0
16	0.9053156	9	26	"Sleep"	"No"	0
17	0.8616162	11	26	"Sleep"	"No"	0
18	0.9306795	10	26	"Sleep"	"No"	0
19	0.913289	12	26	"Sleep"	"No"	0
20	0.9107143	13	26	"Sleep"	"No"	0
21	0.9024064	12	26	"Sleep"	"No"	0
22	0.8974359	10	26	"Sleep"	"No"	0
23	0.9284759	12	26	"Sleep"	"No"	0
24	0.9205163	12	26	"Sleep"	"No"	0
25	0.8727752	12	26	"Sleep"	"No"	0
26	0.8980263	10	26	"Sleep"	"No"	0
27	0.8717949	10	26	"Sleep"	"No"	0
28	0.9125	11	26	"Sleep"	"No"	0
29	0.910101	11	26	"Sleep"	"No"	0
30	0.8974359	11	26	"Sleep"	"No"	0
1	0.9118421	11	27	"Sleep"	"No"	0
2	0.8971655	12	27	"Sleep"	"No"	0
3	0.9302326	11	27	"Sleep"	"No"	0
4	0.9365079	13	27	"Sleep"	"No"	0
5	0.910679	13	27	"Sleep"	"No"	0
6	0.922619	13	27	"Sleep"	"No"	0
7	0.8836519	9	27	"Sleep"	"No"	0
8	0.9571036	11	27	"Sleep"	"No"	0
9	0.8122924	13	27	"Sleep"	"No"	0
10	0.9104278	11	27	"Sleep"	"No"	0
11	0.9157609	11	27	"Sleep"	"No"	0
12	0.8861842	8	27	"Sleep"	"No"	0
13	0.8618985	11	27	"Sleep"	"No"	0
14	0.8849703	11	27	"Sleep"	"No"	0
15	0.9107143	10	27	"Sleep"	"No"	0
16	0.9574468	11	27	"Sleep"	"No"	0
