"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"SUBSAMPLED"	"propNA"
18	0.806976744186046	13	13	"Sleep"	"No"	0.7
19	0.856951871657754	13	13	"Sleep"	"No"	0.7
20	0.826758711374096	9	13	"Sleep"	"No"	0.7
21	0.770545693622617	13	13	"Sleep"	"No"	0.7
22	0.805224867724868	13	13	"Sleep"	"No"	0.7
23	0.82771164021164	13	13	"Sleep"	"No"	0.7
24	0.754485049833887	12	13	"Sleep"	"No"	0.7
25	0.829365079365079	13	13	"Sleep"	"No"	0.7
26	0.870701058201058	13	13	"Sleep"	"No"	0.7
27	0.831905075807515	13	13	"Sleep"	"No"	0.7
28	0.739617666446935	13	13	"Sleep"	"No"	0.7
29	0.874747474747475	13	13	"Sleep"	"No"	0.7
30	0.864304812834225	13	13	"Sleep"	"No"	0.7
1	0.761888586956522	10	14	"Sleep"	"No"	0.7
2	0.756810631229236	12	14	"Sleep"	"No"	0.7
3	0.849184782608696	14	14	"Sleep"	"No"	0.7
4	0.78125	14	14	"Sleep"	"No"	0.7
5	0.800922874093606	14	14	"Sleep"	"No"	0.7
6	0.815217391304348	10	14	"Sleep"	"No"	0.7
7	0.831689677843524	9	14	"Sleep"	"No"	0.7
8	0.805921052631579	14	14	"Sleep"	"No"	0.7
9	0.817847593582888	13	14	"Sleep"	"No"	0.7
10	0.889802631578947	14	14	"Sleep"	"No"	0.7
11	0.744078947368421	9	14	"Sleep"	"No"	0.7
12	0.798233695652174	14	14	"Sleep"	"No"	0.7
13	0.779761904761905	9	14	"Sleep"	"No"	0.7
14	0.746843853820598	14	14	"Sleep"	"No"	0.7
15	0.75760582010582	14	14	"Sleep"	"No"	0.7
16	0.841911764705882	14	14	"Sleep"	"No"	0.7
17	0.694633152173913	9	14	"Sleep"	"No"	0.7
18	0.826429980276134	13	14	"Sleep"	"No"	0.7
19	0.768686868686869	10	14	"Sleep"	"No"	0.7
20	0.725328947368421	14	14	"Sleep"	"No"	0.7
21	0.739748677248677	14	14	"Sleep"	"No"	0.7
22	0.799603174603175	14	14	"Sleep"	"No"	0.7
23	0.844107744107744	14	14	"Sleep"	"No"	0.7
24	0.806483957219251	14	14	"Sleep"	"No"	0.7
25	0.754119973632169	5	14	"Sleep"	"No"	0.7
26	0.75760582010582	14	14	"Sleep"	"No"	0.7
27	0.821357943309163	13	14	"Sleep"	"No"	0.7
28	0.818061964403428	12	14	"Sleep"	"No"	0.7
29	0.776744186046512	11	14	"Sleep"	"No"	0.7
30	0.739947264337508	11	14	"Sleep"	"No"	0.7
1	0.793092105263158	15	15	"Sleep"	"No"	0.7
2	0.719841793012525	15	15	"Sleep"	"No"	0.7
3	0.707317073170732	15	15	"Sleep"	"No"	0.7
4	0.80323005932762	13	15	"Sleep"	"No"	0.7
5	0.908371786420567	15	15	"Sleep"	"No"	0.7
6	0.778743315508021	15	15	"Sleep"	"No"	0.7
7	0.734673698088332	15	15	"Sleep"	"No"	0.7
8	0.767774086378738	14	15	"Sleep"	"No"	0.7
9	0.754605263157895	10	15	"Sleep"	"No"	0.7
10	0.856228956228956	15	15	"Sleep"	"No"	0.7
11	0.821052631578947	14	15	"Sleep"	"No"	0.7
12	0.745117845117845	15	15	"Sleep"	"No"	0.7
13	0.816798941798942	15	15	"Sleep"	"No"	0.7
14	0.839616402116402	15	15	"Sleep"	"No"	0.7
15	0.77105614973262	12	15	"Sleep"	"No"	0.7
16	0.847368421052632	12	15	"Sleep"	"No"	0.7
17	0.809826203208556	15	15	"Sleep"	"No"	0.7
18	0.76758711374096	15	15	"Sleep"	"No"	0.7
19	0.830897009966777	14	15	"Sleep"	"No"	0.7
20	0.801290760869565	13	15	"Sleep"	"No"	0.7
21	0.800996677740864	14	15	"Sleep"	"No"	0.7
22	0.845088991430455	10	15	"Sleep"	"No"	0.7
23	0.812828947368421	15	15	"Sleep"	"No"	0.7
24	0.899671052631579	14	15	"Sleep"	"No"	0.7
25	0.836898395721925	14	15	"Sleep"	"No"	0.7
26	0.724916943521595	8	15	"Sleep"	"No"	0.7
27	0.724342105263158	15	15	"Sleep"	"No"	0.7
28	0.822813938198554	15	15	"Sleep"	"No"	0.7
29	0.79846256684492	8	15	"Sleep"	"No"	0.7
30	0.847697368421053	15	15	"Sleep"	"No"	0.7
1	0.839572192513369	14	16	"Sleep"	"No"	0.7
2	0.796381578947368	15	16	"Sleep"	"No"	0.7
3	0.711640211640212	16	16	"Sleep"	"No"	0.7
4	0.894858272907053	16	16	"Sleep"	"No"	0.7
5	0.789473684210526	16	16	"Sleep"	"No"	0.7
6	0.728600543478261	16	16	"Sleep"	"No"	0.7
7	0.809634551495017	12	16	"Sleep"	"No"	0.7
8	0.741732804232804	14	16	"Sleep"	"No"	0.7
9	0.727302631578947	16	16	"Sleep"	"No"	0.7
10	0.688822751322751	16	16	"Sleep"	"No"	0.7
11	0.794843863471314	16	16	"Sleep"	"No"	0.7
12	0.761209239130435	15	16	"Sleep"	"No"	0.7
13	0.86129679144385	15	16	"Sleep"	"No"	0.7
14	0.724915824915825	14	16	"Sleep"	"No"	0.7
15	0.811163101604278	16	16	"Sleep"	"No"	0.7
16	0.795978905735003	16	16	"Sleep"	"No"	0.7
17	0.855358316896778	14	16	"Sleep"	"No"	0.7
18	0.836544850498339	15	16	"Sleep"	"No"	0.7
19	0.836849044166117	16	16	"Sleep"	"No"	0.7
20	0.827242524916944	14	16	"Sleep"	"No"	0.7
21	0.864087301587302	16	16	"Sleep"	"No"	0.7
22	0.784868421052632	13	16	"Sleep"	"No"	0.7
23	0.753131179960448	16	16	"Sleep"	"No"	0.7
24	0.645065789473684	16	16	"Sleep"	"No"	0.7
25	0.840145023071852	16	16	"Sleep"	"No"	0.7
26	0.832018408941486	14	16	"Sleep"	"No"	0.7
27	0.794949494949495	16	16	"Sleep"	"No"	0.7
28	0.762171052631579	16	16	"Sleep"	"No"	0.7
29	0.801993355481728	16	16	"Sleep"	"No"	0.7
30	0.81542518127884	16	16	"Sleep"	"No"	0.7
1	0.826973684210526	11	17	"Sleep"	"No"	0.7
2	0.741785714285714	17	17	"Sleep"	"No"	0.7
3	0.881907894736842	13	17	"Sleep"	"No"	0.7
4	0.781393819855358	17	17	"Sleep"	"No"	0.7
5	0.696759259259259	16	17	"Sleep"	"No"	0.7
6	0.832018408941486	12	17	"Sleep"	"No"	0.7
7	0.891919191919192	14	17	"Sleep"	"No"	0.7
8	0.86914963744232	15	17	"Sleep"	"No"	0.7
9	0.763299663299663	17	17	"Sleep"	"No"	0.7
10	0.882236842105263	9	17	"Sleep"	"No"	0.7
11	0.818855218855219	17	17	"Sleep"	"No"	0.7
12	0.799603174603175	17	17	"Sleep"	"No"	0.7
13	0.786653517422748	10	17	"Sleep"	"No"	0.7
14	0.69973544973545	5	17	"Sleep"	"No"	0.7
15	0.798487836949375	17	17	"Sleep"	"No"	0.7
16	0.80296052631579	13	17	"Sleep"	"No"	0.7
17	0.806578947368421	16	17	"Sleep"	"No"	0.7
18	0.767857142857143	15	17	"Sleep"	"No"	0.7
19	0.773895847066579	15	17	"Sleep"	"No"	0.7
20	0.736842105263158	14	17	"Sleep"	"No"	0.7
21	0.798671096345515	16	17	"Sleep"	"No"	0.7
22	0.799131016042781	17	17	"Sleep"	"No"	0.7
23	0.732894736842105	10	17	"Sleep"	"No"	0.7
24	0.763558201058201	17	17	"Sleep"	"No"	0.7
25	0.777302631578947	16	17	"Sleep"	"No"	0.7
26	0.786184210526316	15	17	"Sleep"	"No"	0.7
27	0.758404746209624	15	17	"Sleep"	"No"	0.7
28	0.783881578947368	10	17	"Sleep"	"No"	0.7
29	0.832219251336898	17	17	"Sleep"	"No"	0.7
30	0.854828042328042	17	17	"Sleep"	"No"	0.7
1	0.753872053872054	18	18	"Sleep"	"No"	0.7
2	0.756756756756757	14	18	"Sleep"	"No"	0.7
3	0.827242524916944	16	18	"Sleep"	"No"	0.7
4	0.873109796186719	18	18	"Sleep"	"No"	0.7
5	0.740276862228082	17	18	"Sleep"	"No"	0.7
6	0.698088332234674	18	18	"Sleep"	"No"	0.7
7	0.721236028928337	17	18	"Sleep"	"No"	0.7
8	0.808349769888231	17	18	"Sleep"	"No"	0.7
9	0.718584656084656	17	18	"Sleep"	"No"	0.7
10	0.866666666666667	15	18	"Sleep"	"No"	0.7
11	0.840595497458243	18	18	"Sleep"	"No"	0.7
12	0.834239130434783	18	18	"Sleep"	"No"	0.7
13	0.787310979618672	18	18	"Sleep"	"No"	0.7
14	0.736413043478261	14	18	"Sleep"	"No"	0.7
15	0.809090909090909	16	18	"Sleep"	"No"	0.7
16	0.784681130834977	17	18	"Sleep"	"No"	0.7
17	0.750830564784053	18	18	"Sleep"	"No"	0.7
18	0.823684210526316	18	18	"Sleep"	"No"	0.7
19	0.892176199868508	17	18	"Sleep"	"No"	0.7
20	0.737092391304348	17	18	"Sleep"	"No"	0.7
21	0.880921052631579	17	18	"Sleep"	"No"	0.7
22	0.849537037037037	13	18	"Sleep"	"No"	0.7
23	0.803703703703704	14	18	"Sleep"	"No"	0.7
24	0.781589673913043	17	18	"Sleep"	"No"	0.7
25	0.815460526315789	18	18	"Sleep"	"No"	0.7
26	0.829605263157895	15	18	"Sleep"	"No"	0.7
27	0.768770764119601	17	18	"Sleep"	"No"	0.7
28	0.820039551746869	18	18	"Sleep"	"No"	0.7
29	0.781806196440343	9	18	"Sleep"	"No"	0.7
30	0.785714285714286	17	18	"Sleep"	"No"	0.7
1	0.691321499013807	19	19	"Sleep"	"No"	0.7
2	0.798355263157895	17	19	"Sleep"	"No"	0.7
3	0.790343915343915	13	19	"Sleep"	"No"	0.7
4	0.685563612392881	7	19	"Sleep"	"No"	0.7
5	0.708304735758408	18	19	"Sleep"	"No"	0.7
6	0.696097883597884	19	19	"Sleep"	"No"	0.7
7	0.785382059800664	16	19	"Sleep"	"No"	0.7
8	0.81641397495056	17	19	"Sleep"	"No"	0.7
9	0.675675675675676	6	19	"Sleep"	"No"	0.7
10	0.728571428571429	19	19	"Sleep"	"No"	0.7
11	0.784023668639053	19	19	"Sleep"	"No"	0.7
12	0.837962962962963	18	19	"Sleep"	"No"	0.7
13	0.867192636423406	17	19	"Sleep"	"No"	0.7
14	0.725913621262459	15	19	"Sleep"	"No"	0.7
15	0.760942760942761	13	19	"Sleep"	"No"	0.7
16	0.857613711272248	17	19	"Sleep"	"No"	0.7
17	0.639090309822017	13	19	"Sleep"	"No"	0.7
18	0.727810650887574	14	19	"Sleep"	"No"	0.7
19	0.80787037037037	16	19	"Sleep"	"No"	0.7
20	0.909210526315789	17	19	"Sleep"	"No"	0.7
21	0.792105263157895	18	19	"Sleep"	"No"	0.7
22	0.742434210526316	17	19	"Sleep"	"No"	0.7
23	0.73071852340145	18	19	"Sleep"	"No"	0.7
24	0.740631163708087	17	19	"Sleep"	"No"	0.7
25	0.83994708994709	5	19	"Sleep"	"No"	0.7
26	0.813609467455621	16	19	"Sleep"	"No"	0.7
27	0.790131578947368	16	19	"Sleep"	"No"	0.7
28	0.737828947368421	17	19	"Sleep"	"No"	0.7
29	0.666118421052632	18	19	"Sleep"	"No"	0.7
30	0.886513157894737	15	19	"Sleep"	"No"	0.7
1	0.739473684210526	20	20	"Sleep"	"No"	0.7
2	0.669973544973545	20	20	"Sleep"	"No"	0.7
3	0.817434210526316	17	20	"Sleep"	"No"	0.7
4	0.845238095238095	16	20	"Sleep"	"No"	0.7
5	0.830976430976431	17	20	"Sleep"	"No"	0.7
6	0.752339572192513	19	20	"Sleep"	"No"	0.7
7	0.734027777777778	15	20	"Sleep"	"No"	0.7
8	0.746710526315789	13	20	"Sleep"	"No"	0.7
9	0.836564171122995	7	20	"Sleep"	"No"	0.7
10	0.837209302325581	17	20	"Sleep"	"No"	0.7
11	0.888552188552189	19	20	"Sleep"	"No"	0.7
12	0.777631578947368	16	20	"Sleep"	"No"	0.7
13	0.800925925925926	17	20	"Sleep"	"No"	0.7
14	0.699736321687541	19	20	"Sleep"	"No"	0.7
15	0.751671122994652	19	20	"Sleep"	"No"	0.7
16	0.79564930784443	12	20	"Sleep"	"No"	0.7
17	0.852960526315789	15	20	"Sleep"	"No"	0.7
18	0.756005490734386	20	20	"Sleep"	"No"	0.7
19	0.73596256684492	18	20	"Sleep"	"No"	0.7
20	0.783124588002637	17	20	"Sleep"	"No"	0.7
21	0.745233399079553	20	20	"Sleep"	"No"	0.7
22	0.764646464646465	18	20	"Sleep"	"No"	0.7
23	0.701512163050625	14	20	"Sleep"	"No"	0.7
24	0.735197368421053	19	20	"Sleep"	"No"	0.7
25	0.893421052631579	17	20	"Sleep"	"No"	0.7
26	0.825534759358289	12	20	"Sleep"	"No"	0.7
27	0.785338593030901	15	20	"Sleep"	"No"	0.7
28	0.801256613756614	19	20	"Sleep"	"No"	0.7
29	0.776124338624339	18	20	"Sleep"	"No"	0.7
30	0.788486842105263	9	20	"Sleep"	"No"	0.7
1	0.818936877076412	17	21	"Sleep"	"No"	0.7
2	0.817940199335548	21	21	"Sleep"	"No"	0.7
3	0.767105263157895	15	21	"Sleep"	"No"	0.7
4	0.673301304049417	9	21	"Sleep"	"No"	0.7
5	0.775132275132275	19	21	"Sleep"	"No"	0.7
6	0.761842105263158	15	21	"Sleep"	"No"	0.7
7	0.764550264550265	15	21	"Sleep"	"No"	0.7
8	0.78125	19	21	"Sleep"	"No"	0.7
9	0.798671096345515	13	21	"Sleep"	"No"	0.7
10	0.799003322259136	20	21	"Sleep"	"No"	0.7
11	0.7875	14	21	"Sleep"	"No"	0.7
12	0.785009861932939	20	21	"Sleep"	"No"	0.7
13	0.788215488215488	19	21	"Sleep"	"No"	0.7
14	0.795319709953856	13	21	"Sleep"	"No"	0.7
15	0.787857142857143	15	21	"Sleep"	"No"	0.7
16	0.805866842452208	20	21	"Sleep"	"No"	0.7
17	0.783068783068783	16	21	"Sleep"	"No"	0.7
18	0.824128862590401	20	21	"Sleep"	"No"	0.7
19	0.794214332675871	7	21	"Sleep"	"No"	0.7
20	0.74006734006734	12	21	"Sleep"	"No"	0.7
21	0.793671720500989	15	21	"Sleep"	"No"	0.7
22	0.767303889255109	13	21	"Sleep"	"No"	0.7
23	0.799933862433862	15	21	"Sleep"	"No"	0.7
24	0.817073170731707	13	21	"Sleep"	"No"	0.7
25	0.653947368421053	15	21	"Sleep"	"No"	0.7
26	0.815508021390374	19	21	"Sleep"	"No"	0.7
27	0.701315789473684	20	21	"Sleep"	"No"	0.7
28	0.803559657218194	19	21	"Sleep"	"No"	0.7
29	0.750330687830688	17	21	"Sleep"	"No"	0.7
30	0.856015779092702	15	21	"Sleep"	"No"	0.7
1	0.825534759358289	8	22	"Sleep"	"No"	0.7
2	0.82996632996633	15	22	"Sleep"	"No"	0.7
3	0.79375	21	22	"Sleep"	"No"	0.7
4	0.859254046446165	14	22	"Sleep"	"No"	0.7
5	0.840145023071852	19	22	"Sleep"	"No"	0.7
6	0.797125668449198	20	22	"Sleep"	"No"	0.7
7	0.845514950166113	15	22	"Sleep"	"No"	0.7
8	0.817847593582888	16	22	"Sleep"	"No"	0.7
9	0.76875	14	22	"Sleep"	"No"	0.7
10	0.783459162663006	12	22	"Sleep"	"No"	0.7
11	0.786090969017798	21	22	"Sleep"	"No"	0.7
12	0.869078947368421	20	22	"Sleep"	"No"	0.7
13	0.789438502673797	20	22	"Sleep"	"No"	0.7
14	0.711272247857614	20	22	"Sleep"	"No"	0.7
15	0.731283422459893	16	22	"Sleep"	"No"	0.7
16	0.859960552268245	22	22	"Sleep"	"No"	0.7
17	0.834656084656085	18	22	"Sleep"	"No"	0.7
18	0.746464646464646	19	22	"Sleep"	"No"	0.7
19	0.746179401993356	17	22	"Sleep"	"No"	0.7
20	0.854934210526316	21	22	"Sleep"	"No"	0.7
21	0.673570019723866	16	22	"Sleep"	"No"	0.7
22	0.801290760869565	21	22	"Sleep"	"No"	0.7
23	0.858316896778435	20	22	"Sleep"	"No"	0.7
24	0.830592105263158	22	22	"Sleep"	"No"	0.7
25	0.762359920896506	18	22	"Sleep"	"No"	0.7
26	0.805555555555556	17	22	"Sleep"	"No"	0.7
27	0.809492419248517	19	22	"Sleep"	"No"	0.7
28	0.764119601328904	7	22	"Sleep"	"No"	0.7
29	0.693173821252639	6	22	"Sleep"	"No"	0.7
30	0.799274884640738	16	22	"Sleep"	"No"	0.7
1	0.769023569023569	16	23	"Sleep"	"No"	0.7
2	0.80802103879027	15	23	"Sleep"	"No"	0.7
3	0.830842391304348	20	23	"Sleep"	"No"	0.7
4	0.681788297172913	21	23	"Sleep"	"No"	0.7
5	0.75	11	23	"Sleep"	"No"	0.7
6	0.67699406723797	23	23	"Sleep"	"No"	0.7
7	0.782154882154882	15	23	"Sleep"	"No"	0.7
8	0.773895847066579	17	23	"Sleep"	"No"	0.7
9	0.724342105263158	16	23	"Sleep"	"No"	0.7
10	0.827083333333333	22	23	"Sleep"	"No"	0.7
11	0.842434210526316	22	23	"Sleep"	"No"	0.7
12	0.873355263157895	22	23	"Sleep"	"No"	0.7
13	0.733887043189369	17	23	"Sleep"	"No"	0.7
14	0.889550264550265	17	23	"Sleep"	"No"	0.7
15	0.736686390532544	16	23	"Sleep"	"No"	0.7
16	0.764550264550265	14	23	"Sleep"	"No"	0.7
17	0.703464673913043	17	23	"Sleep"	"No"	0.7
18	0.790598290598291	20	23	"Sleep"	"No"	0.7
19	0.736357659434583	18	23	"Sleep"	"No"	0.7
20	0.770545693622617	15	23	"Sleep"	"No"	0.7
21	0.757894736842105	15	23	"Sleep"	"No"	0.7
22	0.808637873754153	9	23	"Sleep"	"No"	0.7
23	0.842434210526316	15	23	"Sleep"	"No"	0.7
24	0.760526315789474	21	23	"Sleep"	"No"	0.7
25	0.848355263157895	18	23	"Sleep"	"No"	0.7
26	0.864087301587302	22	23	"Sleep"	"No"	0.7
27	0.778192934782609	15	23	"Sleep"	"No"	0.7
28	0.790375741595254	12	23	"Sleep"	"No"	0.7
29	0.822558922558923	14	23	"Sleep"	"No"	0.7
30	0.886209239130435	23	23	"Sleep"	"No"	0.7
1	0.851644736842105	21	24	"Sleep"	"No"	0.7
2	0.749501661129568	21	24	"Sleep"	"No"	0.7
3	0.815614617940199	17	24	"Sleep"	"No"	0.7
4	0.745220830586684	19	24	"Sleep"	"No"	0.7
5	0.823029891304348	10	24	"Sleep"	"No"	0.7
6	0.838815789473684	8	24	"Sleep"	"No"	0.7
7	0.835548172757475	14	24	"Sleep"	"No"	0.7
8	0.749671052631579	14	24	"Sleep"	"No"	0.7
9	0.842866535174227	22	24	"Sleep"	"No"	0.7
10	0.795065789473684	12	24	"Sleep"	"No"	0.7
11	0.837508239947264	9	24	"Sleep"	"No"	0.7
12	0.828125	13	24	"Sleep"	"No"	0.7
13	0.766644693473962	24	24	"Sleep"	"No"	0.7
14	0.743055555555556	9	24	"Sleep"	"No"	0.7
15	0.78042328042328	13	24	"Sleep"	"No"	0.7
16	0.721891534391534	17	24	"Sleep"	"No"	0.7
17	0.857613711272248	21	24	"Sleep"	"No"	0.7
18	0.761574074074074	17	24	"Sleep"	"No"	0.7
19	0.773063973063973	18	24	"Sleep"	"No"	0.7
20	0.720500988793672	15	24	"Sleep"	"No"	0.7
21	0.792682926829268	24	24	"Sleep"	"No"	0.7
22	0.744407894736842	19	24	"Sleep"	"No"	0.7
23	0.815754779169413	13	24	"Sleep"	"No"	0.7
24	0.824653922214898	18	24	"Sleep"	"No"	0.7
25	0.799131016042781	16	24	"Sleep"	"No"	0.7
26	0.78125	8	24	"Sleep"	"No"	0.7
27	0.77774064171123	19	24	"Sleep"	"No"	0.7
28	0.766865079365079	15	24	"Sleep"	"No"	0.7
29	0.791666666666667	15	24	"Sleep"	"No"	0.7
30	0.79004614370468	19	24	"Sleep"	"No"	0.7
1	0.821428571428571	16	25	"Sleep"	"No"	0.7
2	0.83994708994709	21	25	"Sleep"	"No"	0.7
3	0.778180619644034	19	25	"Sleep"	"No"	0.7
4	0.775694444444444	18	25	"Sleep"	"No"	0.7
5	0.790013227513228	25	25	"Sleep"	"No"	0.7
6	0.898809523809524	9	25	"Sleep"	"No"	0.7
7	0.765131578947368	19	25	"Sleep"	"No"	0.7
8	0.742312834224599	18	25	"Sleep"	"No"	0.7
9	0.737828947368421	19	25	"Sleep"	"No"	0.7
10	0.869652406417112	24	25	"Sleep"	"No"	0.7
11	0.795394736842105	19	25	"Sleep"	"No"	0.7
12	0.848026315789474	20	25	"Sleep"	"No"	0.7
13	0.840565417488494	16	25	"Sleep"	"No"	0.7
14	0.787205387205387	21	25	"Sleep"	"No"	0.7
15	0.834871456822676	18	25	"Sleep"	"No"	0.7
16	0.734344100197759	25	25	"Sleep"	"No"	0.7
17	0.806578947368421	24	25	"Sleep"	"No"	0.7
18	0.846560846560847	18	25	"Sleep"	"No"	0.7
19	0.788157894736842	15	25	"Sleep"	"No"	0.7
20	0.85394385026738	14	25	"Sleep"	"No"	0.7
21	0.785382059800664	18	25	"Sleep"	"No"	0.7
22	0.819444444444444	21	25	"Sleep"	"No"	0.7
23	0.796308503625577	14	25	"Sleep"	"No"	0.7
24	0.753057065217391	16	25	"Sleep"	"No"	0.7
25	0.76969696969697	13	25	"Sleep"	"No"	0.7
26	0.816915760869565	12	25	"Sleep"	"No"	0.7
27	0.845847176079734	18	25	"Sleep"	"No"	0.7
28	0.737103174603175	16	25	"Sleep"	"No"	0.7
29	0.812285518188058	15	25	"Sleep"	"No"	0.7
30	0.868820039551747	11	25	"Sleep"	"No"	0.7
1	0.907407407407407	18	26	"Sleep"	"No"	0.7
2	0.747176079734219	15	26	"Sleep"	"No"	0.7
3	0.77171052631579	18	26	"Sleep"	"No"	0.7
4	0.84681130834977	12	26	"Sleep"	"No"	0.7
5	0.874424720578567	21	26	"Sleep"	"No"	0.7
6	0.77523602033406	17	26	"Sleep"	"No"	0.7
7	0.85596572181938	21	26	"Sleep"	"No"	0.7
8	0.796967699406724	21	26	"Sleep"	"No"	0.7
9	0.726902173913043	16	26	"Sleep"	"No"	0.7
10	0.781417112299465	16	26	"Sleep"	"No"	0.7
11	0.785049833887043	16	26	"Sleep"	"No"	0.7
12	0.715318869165023	19	26	"Sleep"	"No"	0.7
13	0.823994726433751	14	26	"Sleep"	"No"	0.7
14	0.791666666666667	19	26	"Sleep"	"No"	0.7
15	0.862887277521424	13	26	"Sleep"	"No"	0.7
16	0.790013227513228	20	26	"Sleep"	"No"	0.7
17	0.818181818181818	20	26	"Sleep"	"No"	0.7
18	0.815581854043392	24	26	"Sleep"	"No"	0.7
19	0.864119601328904	16	26	"Sleep"	"No"	0.7
20	0.799933862433862	15	26	"Sleep"	"No"	0.7
21	0.705213903743315	18	26	"Sleep"	"No"	0.7
22	0.721052631578947	12	26	"Sleep"	"No"	0.7
23	0.699326599326599	15	26	"Sleep"	"No"	0.7
24	0.792434210526316	16	26	"Sleep"	"No"	0.7
25	0.693548387096774	20	26	"Sleep"	"No"	0.7
26	0.798816568047337	23	26	"Sleep"	"No"	0.7
27	0.847066578773896	22	26	"Sleep"	"No"	0.7
28	0.766865079365079	15	26	"Sleep"	"No"	0.7
29	0.71875	14	26	"Sleep"	"No"	0.7
30	0.809157754010695	18	26	"Sleep"	"No"	0.7
1	0.892434210526316	23	27	"Sleep"	"No"	0.7
2	0.80637738330046	13	27	"Sleep"	"No"	0.7
3	0.847176079734219	16	27	"Sleep"	"No"	0.7
4	0.794871794871795	19	27	"Sleep"	"No"	0.7
5	0.75668449197861	14	27	"Sleep"	"No"	0.7
6	0.748346560846561	19	27	"Sleep"	"No"	0.7
7	0.813117996044825	16	27	"Sleep"	"No"	0.7
8	0.801136363636364	15	27	"Sleep"	"No"	0.7
9	0.781746031746032	15	27	"Sleep"	"No"	0.7
10	0.824916943521595	12	27	"Sleep"	"No"	0.7
11	0.760695187165775	16	27	"Sleep"	"No"	0.7
12	0.833887043189369	9	27	"Sleep"	"No"	0.7
13	0.740863787375415	15	27	"Sleep"	"No"	0.7
14	0.813609467455621	17	27	"Sleep"	"No"	0.7
15	0.796296296296296	11	27	"Sleep"	"No"	0.7
16	0.78345418589321	10	27	"Sleep"	"No"	0.7
17	0.659525379037574	18	27	"Sleep"	"No"	0.7
18	0.70797342192691	18	27	"Sleep"	"No"	0.7
19	0.801644736842105	18	27	"Sleep"	"No"	0.7
20	0.850601604278075	9	27	"Sleep"	"No"	0.7
21	0.783251231527094	14	27	"Sleep"	"No"	0.7
22	0.862790697674419	17	27	"Sleep"	"No"	0.7
23	0.872622282608696	15	27	"Sleep"	"No"	0.7
24	0.814153439153439	17	27	"Sleep"	"No"	0.7
25	0.782857142857143	15	27	"Sleep"	"No"	0.7
26	0.74485049833887	18	27	"Sleep"	"No"	0.7
27	0.873109796186719	15	27	"Sleep"	"No"	0.7
28	0.747863247863248	14	27	"Sleep"	"No"	0.7
29	0.702631578947368	19	27	"Sleep"	"No"	0.7
30	0.851644736842105	12	27	"Sleep"	"No"	0.7
1	0.738756613756614	21	28	"Sleep"	"No"	0.7
2	0.759259259259259	19	28	"Sleep"	"No"	0.7
3	0.833223467369809	17	28	"Sleep"	"No"	0.7
4	0.864646464646465	11	28	"Sleep"	"No"	0.7
5	0.734056541748849	17	28	"Sleep"	"No"	0.7
6	0.899335548172758	17	28	"Sleep"	"No"	0.7
7	0.821212121212121	10	28	"Sleep"	"No"	0.7
8	0.742063492063492	17	28	"Sleep"	"No"	0.7
9	0.778769841269841	19	28	"Sleep"	"No"	0.7
10	0.844444444444444	17	28	"Sleep"	"No"	0.7
11	0.791034937376401	14	28	"Sleep"	"No"	0.7
12	0.801973684210526	17	28	"Sleep"	"No"	0.7
13	0.751653439153439	17	28	"Sleep"	"No"	0.7
14	0.816844919786096	13	28	"Sleep"	"No"	0.7
15	0.696189839572192	16	28	"Sleep"	"No"	0.7
16	0.867521367521368	16	28	"Sleep"	"No"	0.7
17	0.764945652173913	16	28	"Sleep"	"No"	0.7
18	0.839673913043478	21	28	"Sleep"	"No"	0.7
19	0.81929347826087	17	28	"Sleep"	"No"	0.7
20	0.709634551495017	19	28	"Sleep"	"No"	0.7
21	0.833899456521739	11	28	"Sleep"	"No"	0.7
22	0.76984126984127	18	28	"Sleep"	"No"	0.7
23	0.793228139381986	21	28	"Sleep"	"No"	0.7
24	0.62890365448505	15	28	"Sleep"	"No"	0.7
25	0.840474620962426	20	28	"Sleep"	"No"	0.7
26	0.858881578947368	20	28	"Sleep"	"No"	0.7
27	0.795394736842105	17	28	"Sleep"	"No"	0.7
28	0.848684210526316	22	28	"Sleep"	"No"	0.7
29	0.816611295681063	16	28	"Sleep"	"No"	0.7
30	0.821189839572192	20	28	"Sleep"	"No"	0.7
1	0.760695187165775	21	29	"Sleep"	"No"	0.7
2	0.7875	16	29	"Sleep"	"No"	0.7
3	0.71063122923588	8	29	"Sleep"	"No"	0.7
4	0.827949901120633	12	29	"Sleep"	"No"	0.7
5	0.877902885292048	17	29	"Sleep"	"No"	0.7
6	0.751851851851852	29	29	"Sleep"	"No"	0.7
7	0.719915552427868	26	29	"Sleep"	"No"	0.7
8	0.840460526315789	18	29	"Sleep"	"No"	0.7
9	0.820394736842105	18	29	"Sleep"	"No"	0.7
10	0.859210526315789	15	29	"Sleep"	"No"	0.7
11	0.794078947368421	22	29	"Sleep"	"No"	0.7
12	0.703373015873016	18	29	"Sleep"	"No"	0.7
13	0.843441001977587	13	29	"Sleep"	"No"	0.7
14	0.772425249169435	23	29	"Sleep"	"No"	0.7
15	0.822010869565217	16	29	"Sleep"	"No"	0.7
16	0.601938502673797	18	29	"Sleep"	"No"	0.7
17	0.810855263157895	20	29	"Sleep"	"No"	0.7
18	0.809539473684211	12	29	"Sleep"	"No"	0.7
19	0.686497326203209	6	29	"Sleep"	"No"	0.7
